library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,mod1_degree,mod1_inv_degree,log_message_ratio,ephemeral_secret_weight,in_scale_log2,ok,fail_reason
openfhe,16,32768,54,52,4,16,1,1,14,512,21,1094,10,600,1694,5,262,600,862,2,574,53,,,2,,52,1,
openfhe,16,32768,54,52,4,16,1,1,14,512,21,1094,7,420,1514,5,262,420,682,3,366,233,,,2,,52,1,
openfhe,16,32768,54,52,4,16,1,1,14,512,21,1094,6,360,1454,5,262,360,622,4,314,293,,,2,,52,1,
openfhe,16,32768,54,52,4,16,1,1,14,512,21,1094,5,300,1394,5,262,300,562,5,262,353,,,2,,52,1,
openfhe,16,32768,54,52,4,16,1,1,14,512,21,1094,4,240,1334,5,262,240,502,6,210,413,,,2,,52,1,
openfhe,16,32768,54,52,4,16,1,1,14,512,21,1094,3,180,1274,5,262,180,442,7,158,473,,,2,,52,1,
openfhe,16,32768,54,52,4,16,1,1,14,512,21,1094,2,120,1214,5,262,120,382,11,106,533,,,2,,52,1,
openfhe,16,32768,54,52,4,16,1,1,14,512,21,1094,1,60,1154,5,262,60,322,21,54,593,,,2,,52,1,
openfhe,16,32768,54,52,3,18,2,2,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1146 + 예측 logP 1200 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,16,1,1,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1146 + 예측 logP 1200 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,18,2,2,14,512,22,1146,10,600,1746,4,210,600,810,2,574,1,,,2,,52,1,
openfhe,16,32768,54,52,5,16,1,1,14,512,22,1146,10,600,1746,6,314,600,914,2,574,1,,,2,,52,1,
openfhe,16,32768,54,52,3,18,2,2,14,512,22,1146,7,420,1566,4,210,420,630,3,418,181,,,2,,52,1,
openfhe,16,32768,54,52,5,16,1,1,14,512,22,1146,7,420,1566,6,314,420,734,3,418,181,,,2,,52,1,
openfhe,16,32768,54,52,3,18,2,2,14,512,22,1146,6,360,1506,4,210,360,570,4,315,241,,,2,,52,1,
openfhe,16,32768,54,52,5,16,1,1,14,512,22,1146,6,360,1506,6,314,360,674,4,315,241,,,2,,52,1,
openfhe,16,32768,54,52,3,18,2,2,14,512,22,1146,5,300,1446,4,210,300,510,5,262,301,,,2,,52,1,
openfhe,16,32768,54,52,5,16,1,1,14,512,22,1146,5,300,1446,6,314,300,614,5,262,301,,,2,,52,1,
openfhe,16,32768,54,52,3,18,2,2,14,512,22,1146,4,240,1386,4,210,240,450,6,211,361,,,2,,52,1,
openfhe,16,32768,54,52,5,16,1,1,14,512,22,1146,4,240,1386,6,314,240,554,6,211,361,,,2,,52,1,
openfhe,16,32768,54,52,3,18,2,2,14,512,22,1146,3,180,1326,4,210,180,390,8,158,421,,,2,,52,1,
openfhe,16,32768,54,52,5,16,1,1,14,512,22,1146,3,180,1326,6,314,180,494,8,158,421,,,2,,52,1,
openfhe,16,32768,54,52,3,18,2,2,14,512,22,1146,2,120,1266,4,210,120,330,11,107,481,,,2,,52,1,
openfhe,16,32768,54,52,5,16,1,1,14,512,22,1146,2,120,1266,6,314,120,434,11,107,481,,,2,,52,1,
openfhe,16,32768,54,52,3,18,2,2,14,512,22,1146,1,60,1206,4,210,60,270,22,54,541,,,2,,52,1,
openfhe,16,32768,54,52,5,16,1,1,14,512,22,1146,1,60,1206,6,314,60,374,22,54,541,,,2,,52,1,
openfhe,16,32768,54,52,4,18,2,2,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1198 + 예측 logP 1200 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,6,16,1,1,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1198 + 예측 logP 1200 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,18,2,2,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1198 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,6,16,1,1,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1198 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,18,2,2,14,512,23,1198,7,420,1618,5,262,420,682,3,418,129,,,2,,52,1,
openfhe,16,32768,54,52,6,16,1,1,14,512,23,1198,7,420,1618,7,366,420,786,3,418,129,,,2,,52,1,
openfhe,16,32768,54,52,4,18,2,2,14,512,23,1198,6,360,1558,5,262,360,622,4,314,189,,,2,,52,1,
openfhe,16,32768,54,52,6,16,1,1,14,512,23,1198,6,360,1558,7,366,360,726,4,314,189,,,2,,52,1,
openfhe,16,32768,54,52,4,18,2,2,14,512,23,1198,5,300,1498,5,262,300,562,5,262,249,,,2,,52,1,
openfhe,16,32768,54,52,6,16,1,1,14,512,23,1198,5,300,1498,7,366,300,666,5,262,249,,,2,,52,1,
openfhe,16,32768,54,52,4,18,2,2,14,512,23,1198,4,240,1438,5,262,240,502,6,210,309,,,2,,52,1,
openfhe,16,32768,54,52,6,16,1,1,14,512,23,1198,4,240,1438,7,366,240,606,6,210,309,,,2,,52,1,
openfhe,16,32768,54,52,4,18,2,2,14,512,23,1198,3,180,1378,5,262,180,442,8,158,369,,,2,,52,1,
openfhe,16,32768,54,52,6,16,1,1,14,512,23,1198,3,180,1378,7,366,180,546,8,158,369,,,2,,52,1,
openfhe,16,32768,54,52,4,18,2,2,14,512,23,1198,2,120,1318,5,262,120,382,12,106,429,,,2,,52,1,
openfhe,16,32768,54,52,6,16,1,1,14,512,23,1198,2,120,1318,7,366,120,486,12,106,429,,,2,,52,1,
openfhe,16,32768,54,52,4,18,2,2,14,512,23,1198,1,60,1258,5,262,60,322,23,54,489,,,2,,52,1,
openfhe,16,32768,54,52,6,16,1,1,14,512,23,1198,1,60,1258,7,366,60,426,23,54,489,,,2,,52,1,
openfhe,16,32768,54,52,3,20,3,3,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1250 + 예측 logP 1260 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,18,2,2,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1250 + 예측 logP 1260 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,7,16,1,1,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1250 + 예측 logP 1260 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,20,3,3,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1250 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,18,2,2,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1250 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,7,16,1,1,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1250 + 예측 logP 660 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,20,3,3,14,512,24,1250,7,420,1670,4,210,420,630,3,418,77,,,2,,52,1,
openfhe,16,32768,54,52,5,18,2,2,14,512,24,1250,7,420,1670,6,314,420,734,3,418,77,,,2,,52,1,
openfhe,16,32768,54,52,7,16,1,1,14,512,24,1250,7,420,1670,8,418,420,838,3,418,77,,,2,,52,1,
openfhe,16,32768,54,52,3,20,3,3,14,512,24,1250,6,360,1610,4,210,360,570,4,315,137,,,2,,52,1,
openfhe,16,32768,54,52,5,18,2,2,14,512,24,1250,6,360,1610,6,314,360,674,4,315,137,,,2,,52,1,
openfhe,16,32768,54,52,7,16,1,1,14,512,24,1250,6,360,1610,8,418,360,778,4,315,137,,,2,,52,1,
openfhe,16,32768,54,52,3,20,3,3,14,512,24,1250,5,300,1550,4,210,300,510,5,262,197,,,2,,52,1,
openfhe,16,32768,54,52,5,18,2,2,14,512,24,1250,5,300,1550,6,314,300,614,5,262,197,,,2,,52,1,
openfhe,16,32768,54,52,7,16,1,1,14,512,24,1250,5,300,1550,8,418,300,718,5,262,197,,,2,,52,1,
openfhe,16,32768,54,52,3,20,3,3,14,512,24,1250,4,240,1490,4,210,240,450,6,211,257,,,2,,52,1,
openfhe,16,32768,54,52,5,18,2,2,14,512,24,1250,4,240,1490,6,314,240,554,6,211,257,,,2,,52,1,
openfhe,16,32768,54,52,7,16,1,1,14,512,24,1250,4,240,1490,8,418,240,658,6,211,257,,,2,,52,1,
openfhe,16,32768,54,52,3,20,3,3,14,512,24,1250,3,180,1430,4,210,180,390,8,158,317,,,2,,52,1,
openfhe,16,32768,54,52,5,18,2,2,14,512,24,1250,3,180,1430,6,314,180,494,8,158,317,,,2,,52,1,
openfhe,16,32768,54,52,7,16,1,1,14,512,24,1250,3,180,1430,8,418,180,598,8,158,317,,,2,,52,1,
openfhe,16,32768,54,52,3,20,3,3,14,512,24,1250,2,120,1370,4,210,120,330,12,107,377,,,2,,52,1,
openfhe,16,32768,54,52,5,18,2,2,14,512,24,1250,2,120,1370,6,314,120,434,12,107,377,,,2,,52,1,
openfhe,16,32768,54,52,7,16,1,1,14,512,24,1250,2,120,1370,8,418,120,538,12,107,377,,,2,,52,1,
openfhe,16,32768,54,52,3,20,3,3,14,512,24,1250,1,60,1310,4,210,60,270,24,54,437,,,2,,52,1,
openfhe,16,32768,54,52,5,18,2,2,14,512,24,1250,1,60,1310,6,314,60,374,24,54,437,,,2,,52,1,
openfhe,16,32768,54,52,7,16,1,1,14,512,24,1250,1,60,1310,8,418,60,478,24,54,437,,,2,,52,1,
openfhe,16,32768,54,52,3,21,3,4,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,21,4,3,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,20,3,3,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,6,18,2,2,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,8,16,1,1,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,21,3,4,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,21,4,3,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,20,3,3,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,6,18,2,2,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,8,16,1,1,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1302 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,21,3,4,14,512,25,1302,8,480,1782,4,210,480,690,3,470,-35,,,2,,52,0,logQP_boot 1782 > 1747
openfhe,16,32768,54,52,3,21,4,3,14,512,25,1302,8,480,1782,4,210,480,690,3,470,-35,,,2,,52,0,logQP_boot 1782 > 1747
openfhe,16,32768,54,52,4,20,3,3,14,512,25,1302,8,480,1782,5,262,480,742,3,470,-35,,,2,,52,0,logQP_boot 1782 > 1747
openfhe,16,32768,54,52,6,18,2,2,14,512,25,1302,8,480,1782,7,366,480,846,3,470,-35,,,2,,52,0,logQP_boot 1782 > 1747
openfhe,16,32768,54,52,8,16,1,1,14,512,25,1302,8,480,1782,9,470,480,950,3,470,-35,,,2,,52,0,logQP_boot 1782 > 1747
openfhe,16,32768,54,52,3,21,3,4,14,512,25,1302,7,420,1722,4,210,420,630,4,366,25,,,2,,52,1,
openfhe,16,32768,54,52,3,21,4,3,14,512,25,1302,7,420,1722,4,210,420,630,4,366,25,,,2,,52,1,
openfhe,16,32768,54,52,4,20,3,3,14,512,25,1302,7,420,1722,5,262,420,682,4,366,25,,,2,,52,1,
openfhe,16,32768,54,52,6,18,2,2,14,512,25,1302,7,420,1722,7,366,420,786,4,366,25,,,2,,52,1,
openfhe,16,32768,54,52,8,16,1,1,14,512,25,1302,7,420,1722,9,470,420,890,4,366,25,,,2,,52,1,
openfhe,16,32768,54,52,3,21,3,4,14,512,25,1302,5,300,1602,4,210,300,510,5,262,145,,,2,,52,1,
openfhe,16,32768,54,52,3,21,4,3,14,512,25,1302,5,300,1602,4,210,300,510,5,262,145,,,2,,52,1,
openfhe,16,32768,54,52,4,20,3,3,14,512,25,1302,5,300,1602,5,262,300,562,5,262,145,,,2,,52,1,
openfhe,16,32768,54,52,6,18,2,2,14,512,25,1302,5,300,1602,7,366,300,666,5,262,145,,,2,,52,1,
openfhe,16,32768,54,52,8,16,1,1,14,512,25,1302,5,300,1602,9,470,300,770,5,262,145,,,2,,52,1,
openfhe,16,32768,54,52,3,21,3,4,14,512,25,1302,4,240,1542,4,210,240,450,7,210,205,,,2,,52,1,
openfhe,16,32768,54,52,3,21,4,3,14,512,25,1302,4,240,1542,4,210,240,450,7,210,205,,,2,,52,1,
openfhe,16,32768,54,52,4,20,3,3,14,512,25,1302,4,240,1542,5,262,240,502,7,210,205,,,2,,52,1,
openfhe,16,32768,54,52,6,18,2,2,14,512,25,1302,4,240,1542,7,366,240,606,7,210,205,,,2,,52,1,
openfhe,16,32768,54,52,8,16,1,1,14,512,25,1302,4,240,1542,9,470,240,710,7,210,205,,,2,,52,1,
openfhe,16,32768,54,52,3,21,3,4,14,512,25,1302,3,180,1482,4,210,180,390,9,158,265,,,2,,52,1,
openfhe,16,32768,54,52,3,21,4,3,14,512,25,1302,3,180,1482,4,210,180,390,9,158,265,,,2,,52,1,
openfhe,16,32768,54,52,4,20,3,3,14,512,25,1302,3,180,1482,5,262,180,442,9,158,265,,,2,,52,1,
openfhe,16,32768,54,52,6,18,2,2,14,512,25,1302,3,180,1482,7,366,180,546,9,158,265,,,2,,52,1,
openfhe,16,32768,54,52,8,16,1,1,14,512,25,1302,3,180,1482,9,470,180,650,9,158,265,,,2,,52,1,
openfhe,16,32768,54,52,3,21,3,4,14,512,25,1302,2,120,1422,4,210,120,330,13,106,325,,,2,,52,1,
openfhe,16,32768,54,52,3,21,4,3,14,512,25,1302,2,120,1422,4,210,120,330,13,106,325,,,2,,52,1,
openfhe,16,32768,54,52,4,20,3,3,14,512,25,1302,2,120,1422,5,262,120,382,13,106,325,,,2,,52,1,
openfhe,16,32768,54,52,6,18,2,2,14,512,25,1302,2,120,1422,7,366,120,486,13,106,325,,,2,,52,1,
openfhe,16,32768,54,52,8,16,1,1,14,512,25,1302,2,120,1422,9,470,120,590,13,106,325,,,2,,52,1,
openfhe,16,32768,54,52,3,21,3,4,14,512,25,1302,1,60,1362,4,210,60,270,25,54,385,,,2,,52,1,
openfhe,16,32768,54,52,3,21,4,3,14,512,25,1302,1,60,1362,4,210,60,270,25,54,385,,,2,,52,1,
openfhe,16,32768,54,52,4,20,3,3,14,512,25,1302,1,60,1362,5,262,60,322,25,54,385,,,2,,52,1,
openfhe,16,32768,54,52,6,18,2,2,14,512,25,1302,1,60,1362,7,366,60,426,25,54,385,,,2,,52,1,
openfhe,16,32768,54,52,8,16,1,1,14,512,25,1302,1,60,1362,9,470,60,530,25,54,385,,,2,,52,1,
openfhe,16,32768,54,52,3,22,4,4,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,21,3,4,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,21,4,3,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,20,3,3,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,7,18,2,2,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,9,16,1,1,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,22,4,4,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,21,3,4,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,21,4,3,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,20,3,3,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,7,18,2,2,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,9,16,1,1,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,22,4,4,14,512,,,,,,,,,,3,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,21,3,4,14,512,,,,,,,,,,3,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,21,4,3,14,512,,,,,,,,,,3,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,20,3,3,14,512,,,,,,,,,,3,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,7,18,2,2,14,512,,,,,,,,,,3,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,9,16,1,1,14,512,,,,,,,,,,3,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1354 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,3,22,4,4,14,512,26,1354,7,420,1774,4,210,420,630,4,366,-27,,,2,,52,0,logQP_boot 1774 > 1747
openfhe,16,32768,54,52,4,21,3,4,14,512,26,1354,7,420,1774,5,262,420,682,4,366,-27,,,2,,52,0,logQP_boot 1774 > 1747
openfhe,16,32768,54,52,4,21,4,3,14,512,26,1354,7,420,1774,5,262,420,682,4,366,-27,,,2,,52,0,logQP_boot 1774 > 1747
openfhe,16,32768,54,52,5,20,3,3,14,512,26,1354,7,420,1774,6,314,420,734,4,366,-27,,,2,,52,0,logQP_boot 1774 > 1747
openfhe,16,32768,54,52,7,18,2,2,14,512,26,1354,7,420,1774,8,418,420,838,4,366,-27,,,2,,52,0,logQP_boot 1774 > 1747
openfhe,16,32768,54,52,9,16,1,1,14,512,26,1354,7,420,1774,10,522,420,942,4,366,-27,,,2,,52,0,logQP_boot 1774 > 1747
openfhe,16,32768,54,52,3,22,4,4,14,512,26,1354,6,360,1714,4,210,360,570,5,315,33,,,2,,52,1,
openfhe,16,32768,54,52,4,21,3,4,14,512,26,1354,6,360,1714,5,262,360,622,5,315,33,,,2,,52,1,
openfhe,16,32768,54,52,4,21,4,3,14,512,26,1354,6,360,1714,5,262,360,622,5,315,33,,,2,,52,1,
openfhe,16,32768,54,52,5,20,3,3,14,512,26,1354,6,360,1714,6,314,360,674,5,315,33,,,2,,52,1,
openfhe,16,32768,54,52,7,18,2,2,14,512,26,1354,6,360,1714,8,418,360,778,5,315,33,,,2,,52,1,
openfhe,16,32768,54,52,9,16,1,1,14,512,26,1354,6,360,1714,10,522,360,882,5,315,33,,,2,,52,1,
openfhe,16,32768,54,52,3,22,4,4,14,512,26,1354,5,300,1654,4,210,300,510,6,262,93,,,2,,52,1,
openfhe,16,32768,54,52,4,21,3,4,14,512,26,1354,5,300,1654,5,262,300,562,6,262,93,,,2,,52,1,
openfhe,16,32768,54,52,4,21,4,3,14,512,26,1354,5,300,1654,5,262,300,562,6,262,93,,,2,,52,1,
openfhe,16,32768,54,52,5,20,3,3,14,512,26,1354,5,300,1654,6,314,300,614,6,262,93,,,2,,52,1,
openfhe,16,32768,54,52,7,18,2,2,14,512,26,1354,5,300,1654,8,418,300,718,6,262,93,,,2,,52,1,
openfhe,16,32768,54,52,9,16,1,1,14,512,26,1354,5,300,1654,10,522,300,822,6,262,93,,,2,,52,1,
openfhe,16,32768,54,52,3,22,4,4,14,512,26,1354,4,240,1594,4,210,240,450,7,211,153,,,2,,52,1,
openfhe,16,32768,54,52,4,21,3,4,14,512,26,1354,4,240,1594,5,262,240,502,7,211,153,,,2,,52,1,
openfhe,16,32768,54,52,4,21,4,3,14,512,26,1354,4,240,1594,5,262,240,502,7,211,153,,,2,,52,1,
openfhe,16,32768,54,52,5,20,3,3,14,512,26,1354,4,240,1594,6,314,240,554,7,211,153,,,2,,52,1,
openfhe,16,32768,54,52,7,18,2,2,14,512,26,1354,4,240,1594,8,418,240,658,7,211,153,,,2,,52,1,
openfhe,16,32768,54,52,9,16,1,1,14,512,26,1354,4,240,1594,10,522,240,762,7,211,153,,,2,,52,1,
openfhe,16,32768,54,52,3,22,4,4,14,512,26,1354,3,180,1534,4,210,180,390,9,158,213,,,2,,52,1,
openfhe,16,32768,54,52,4,21,3,4,14,512,26,1354,3,180,1534,5,262,180,442,9,158,213,,,2,,52,1,
openfhe,16,32768,54,52,4,21,4,3,14,512,26,1354,3,180,1534,5,262,180,442,9,158,213,,,2,,52,1,
openfhe,16,32768,54,52,5,20,3,3,14,512,26,1354,3,180,1534,6,314,180,494,9,158,213,,,2,,52,1,
openfhe,16,32768,54,52,7,18,2,2,14,512,26,1354,3,180,1534,8,418,180,598,9,158,213,,,2,,52,1,
openfhe,16,32768,54,52,9,16,1,1,14,512,26,1354,3,180,1534,10,522,180,702,9,158,213,,,2,,52,1,
openfhe,16,32768,54,52,3,22,4,4,14,512,26,1354,2,120,1474,4,210,120,330,13,107,273,,,2,,52,1,
openfhe,16,32768,54,52,4,21,3,4,14,512,26,1354,2,120,1474,5,262,120,382,13,107,273,,,2,,52,1,
openfhe,16,32768,54,52,4,21,4,3,14,512,26,1354,2,120,1474,5,262,120,382,13,107,273,,,2,,52,1,
openfhe,16,32768,54,52,5,20,3,3,14,512,26,1354,2,120,1474,6,314,120,434,13,107,273,,,2,,52,1,
openfhe,16,32768,54,52,7,18,2,2,14,512,26,1354,2,120,1474,8,418,120,538,13,107,273,,,2,,52,1,
openfhe,16,32768,54,52,9,16,1,1,14,512,26,1354,2,120,1474,10,522,120,642,13,107,273,,,2,,52,1,
openfhe,16,32768,54,52,3,22,4,4,14,512,26,1354,1,60,1414,4,210,60,270,26,54,333,,,2,,52,1,
openfhe,16,32768,54,52,4,21,3,4,14,512,26,1354,1,60,1414,5,262,60,322,26,54,333,,,2,,52,1,
openfhe,16,32768,54,52,4,21,4,3,14,512,26,1354,1,60,1414,5,262,60,322,26,54,333,,,2,,52,1,
openfhe,16,32768,54,52,5,20,3,3,14,512,26,1354,1,60,1414,6,314,60,374,26,54,333,,,2,,52,1,
openfhe,16,32768,54,52,7,18,2,2,14,512,26,1354,1,60,1414,8,418,60,478,26,54,333,,,2,,52,1,
openfhe,16,32768,54,52,9,16,1,1,14,512,26,1354,1,60,1414,10,522,60,582,26,54,333,,,2,,52,1,
openfhe,16,32768,54,52,4,22,4,4,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,21,3,4,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,21,4,3,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,6,20,3,3,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,8,18,2,2,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,10,16,1,1,14,512,,,,,,,,,,1,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,4,22,4,4,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,21,3,4,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,5,21,4,3,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,54,52,6,20,3,3,14,512,,,,,,,,,,2,,,,,2,,52,0,예측 탈락(§8.5 규칙4): logQ 1406 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
